FixID,Fixation X,Fixation Y,Fixation Start,Fixation End,Fixation Duration,Fixation Dispersion,element,tabName,questionID,participantID,file
464,529.6165,739.5613,1075977.37,1076194,216.63,0.4297,,,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
465,1186.7667,162.7333,1076560.635,1076685.598,124.963,0.1814,,p_1_gatherdata.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
466,1254.701,138.249,1076710.5945,1076843.9135,133.319,0.1977,next-button-area-in-questionID_2,p_1_gatherdata.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
467,1289.1725,145.4533,1076860.592,1077193.8745,333.2825,0.3324,,p_1_gatherdata.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
468,754.9954,551.0015,1077335.5765,1077410.5435,74.967,0.1784,Gateway_1bam5jf,p_1_gatherdata.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
469,514.7074,667.3079,1077693.8175,1077835.4675,141.65,0.4492,Participant_0w0g384,p_1_gatherdata.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
470,480.062,476.7506,1077985.466,1078218.7595,233.2935,0.4181,p_1_1_fetchandvalidateonlinedata.bpmn,p_1_gatherdata.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
471,553.7351,224.4864,1078310.4165,1078477.0605,166.644,0.3426,,p_1_gatherdata.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
472,554.2781,152.2254,1078510.442,1078660.389,149.947,0.2814,,p_1_gatherdata.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
473,1152.5385,106.2308,1078718.709,1078827.0205,108.3115,0.1781,answer_area_for_questionID_2,p_1_gatherdata.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
474,1258.936,124.3296,1078852.0315,1079010.34,158.3085,0.249,next-button-area-in-questionID_2,p_1_gatherdata.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
475,1295.7009,134.7401,1079026.998,1079710.2985,683.3005,0.2816,next-button-area-in-questionID_2,p_1_gatherdata.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
476,701.1969,106.1704,1079785.2575,1080043.568,258.3105,0.3266,option-answer-for-questionID_2_option_I don't know,p_1_gatherdata.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
477,600.5789,86.2105,1080085.2435,1080243.557,158.3135,0.1884,questions-over,p_1_gatherdata.bpmn,,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
